Timestamp,Source_IP,Dest_IP,Source_Port,Dest_Port,Protocol,Packet_Size,Connection_Duration,Packets_Sent,Bytes_Transferred,Flow_Rate,Device_Role,Function_Code,Attack_Type,Attack_Phase,Label
27-04-2026 12.04,198.103.138.58,10.0.1.12,10176,4840,OPC_UA,485,0.402,11,5335,13261.21,External,0,MitM,escalation,Malicious
27-04-2026 12.04,198.103.138.58,10.0.1.11,63559,4840,OPC_UA,441,0.714,14,6174,8648.85,External,0,MitM,peak,Malicious
27-04-2026 12.04,198.103.138.58,10.0.1.12,13969,44818,EtherNet_IP,426,0.766,7,2982,3892.47,External,0,MitM,peak,Malicious
27-04-2026 12.04,198.103.138.58,10.0.1.15,32356,20000,DNP3,460,0.211,2,920,4354.45,External,3,MitM,peak,Malicious
27-04-2026 12.04,198.103.138.58,10.0.1.20,43933,20000,DNP3,481,0.391,8,3848,9842.16,External,6,MitM,peak,Malicious
27-04-2026 12.04,198.103.138.58,10.0.1.10,30696,4840,OPC_UA,193,0.669,13,2509,3750.5,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.11,41210,4840,OPC_UA,284,0.325,6,1704,5235.06,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.18,21753,1883,MQTT,373,0.622,3,1119,1799,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.18,40178,4840,OPC_UA,209,0.988,17,3553,3597.41,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.24,57197,4840,OPC_UA,331,0.166,2,662,3999.94,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.21,46758,1883,MQTT,179,0.644,18,3222,5000.2,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.15,33553,1883,MQTT,137,0.711,14,1918,2697.64,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.21,11978,20000,DNP3,243,0.255,4,972,3808.29,External,2,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.24,23081,4840,OPC_UA,150,0.793,17,2550,3215.42,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.19,25170,4840,OPC_UA,347,0.501,2,694,1386.01,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.15,31670,4840,OPC_UA,395,0.561,16,6320,11274.57,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.26,51798,4840,OPC_UA,372,0.589,15,5580,9476.77,External,0,MitM,peak,Malicious
27-04-2026 12.05,198.103.138.58,10.0.1.10,30073,4840,OPC_UA,476,0.884,7,3332,3767.8,External,0,MitM,peak,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.22,6593,502,Modbus_TCP,388,0.52,11,4268,8208.77,External,15,MitM,peak,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.13,64124,20000,DNP3,208,0.286,19,3952,13820.41,External,6,MitM,peak,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.14,9987,4840,OPC_UA,254,0.99,3,762,769.77,External,0,MitM,peak,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.18,36678,1883,MQTT,276,0.457,4,1104,2416.92,External,0,MitM,peak,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.17,22851,47808,BACnet,384,0.178,17,6528,36612.76,External,0,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.17,2946,502,Modbus_TCP,161,0.988,7,1127,1141.26,External,6,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.12,5745,4840,OPC_UA,373,0.333,18,6714,20150.47,External,0,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.18,54103,4840,OPC_UA,112,0.737,13,1456,1974.81,External,0,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.26,22227,4840,OPC_UA,299,0.539,16,4784,8868.56,External,0,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.14,56639,502,Modbus_TCP,351,0.438,10,3510,8013.22,External,5,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.10,24950,4840,OPC_UA,197,0.93,15,2955,3177.16,External,0,MitM,cooldown,Malicious
27-04-2026 12.06,198.103.138.58,10.0.1.21,41216,4840,OPC_UA,460,0.403,14,6440,15982.23,External,0,MitM,cooldown,Malicious
27-04-2026 12.07,198.103.138.58,10.0.1.17,25389,502,Modbus_TCP,213,0.836,4,852,1018.62,External,6,MitM,cooldown,Malicious
27-04-2026 12.07,10.0.1.21,10.0.1.25,8224,4840,OPC_UA,269,0.207,1,269,1301.72,Historian,0,Normal,none,Normal
27-04-2026 12.07,164.24.38.236,10.0.1.14,60098,4840,OPC_UA,339,0.178,4,1356,7607.95,External,0,MitM,recon,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.15,51485,4840,OPC_UA,136,0.982,14,1904,1938.39,External,0,MitM,recon,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.24,21187,1883,MQTT,283,0.448,8,2264,5050.65,External,0,MitM,recon,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.12,61247,20000,DNP3,470,0.893,17,7990,8951.69,External,1,MitM,recon,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.21,11635,4840,OPC_UA,304,0.783,9,2736,3494.86,External,0,MitM,recon,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.21,21421,1883,MQTT,151,0.682,10,1510,2214.73,External,0,MitM,escalation,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.15,17358,4840,OPC_UA,126,0.905,8,1008,1113.9,External,0,MitM,escalation,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.25,42698,44818,EtherNet_IP,439,0.442,11,4829,10925.2,External,0,MitM,escalation,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.11,36201,44818,EtherNet_IP,186,0.39,10,1860,4767.69,External,0,MitM,escalation,Malicious
27-04-2026 12.07,164.24.38.236,10.0.1.21,62105,44818,EtherNet_IP,496,0.67,11,5456,8148.22,External,0,MitM,escalation,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.10,25340,4840,OPC_UA,377,0.535,19,7163,13396.64,External,0,MitM,escalation,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.18,58663,4840,OPC_UA,314,0.337,17,5338,15839.29,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.20,64483,4840,OPC_UA,176,0.358,15,2640,7369.43,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.12,6187,4840,OPC_UA,197,0.856,18,3546,4142.76,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.14,58831,4840,OPC_UA,207,0.623,9,1863,2988.8,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.22,8974,502,Modbus_TCP,332,0.29,10,3320,11430.67,External,1,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.12,51705,4840,OPC_UA,409,0.687,11,4499,6553.08,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.26,56646,4840,OPC_UA,139,0.544,19,2641,4857.64,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.24,43707,4840,OPC_UA,450,0.514,4,1800,3503.42,External,0,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.25,7820,502,Modbus_TCP,122,0.226,5,610,2697.55,External,1,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.15,19558,20000,DNP3,432,0.161,7,3024,18834.72,External,6,MitM,peak,Malicious
27-04-2026 12.08,164.24.38.236,10.0.1.12,58688,4840,OPC_UA,237,0.478,6,1422,2975.29,External,0,MitM,peak,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.19,35340,4840,OPC_UA,157,0.565,12,1884,3334.06,External,0,MitM,peak,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.12,55709,44818,EtherNet_IP,379,0.62,17,6443,10397.41,External,0,MitM,peak,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.14,11144,47808,BACnet,277,0.207,2,554,2673.84,External,0,MitM,cooldown,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.17,11615,20000,DNP3,447,0.245,6,2682,10939.55,External,5,MitM,cooldown,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.26,52479,4840,OPC_UA,186,0.44,10,1860,4226.59,External,0,MitM,cooldown,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.25,33514,4840,OPC_UA,368,0.351,5,1840,5249.38,External,0,MitM,cooldown,Malicious
27-04-2026 12.09,164.24.38.236,10.0.1.25,64119,1883,MQTT,304,0.148,15,4560,30723.21,External,0,MitM,cooldown,Malicious
27-04-2026 12.09,10.0.1.14,10.0.1.24,61555,4840,OPC_UA,115,0.382,1,115,301.11,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.09,10.0.1.25,10.0.1.22,61377,4840,OPC_UA,285,0.429,8,2280,5308.83,RTU,0,Normal,none,Normal
27-04-2026 12.09,10.0.1.26,10.0.1.15,48702,4840,OPC_UA,207,0.497,7,1449,2917.56,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.09,10.0.1.26,10.0.1.18,3624,502,Modbus_TCP,62,0.26,3,186,714.36,Engineering_Workstation,1,Normal,none,Normal
27-04-2026 12.09,10.0.1.18,10.0.1.15,3388,20000,DNP3,76,0.129,5,380,2952.16,SCADA_Server,16,Normal,none,Normal
27-04-2026 12.10,211.255.50.126,10.0.1.20,11575,502,Modbus_TCP,352,0.12,7,2464,20600.97,External,5,MitM,recon,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.23,20007,4840,OPC_UA,496,0.873,14,6944,7955.27,External,0,MitM,recon,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.22,10092,4840,OPC_UA,480,0.637,8,3840,6025.52,External,0,MitM,recon,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.23,13152,44818,EtherNet_IP,449,0.196,4,1796,9176.36,External,0,MitM,recon,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.26,35161,4840,OPC_UA,348,0.632,11,3828,6054.25,External,0,MitM,recon,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.13,8649,502,Modbus_TCP,172,0.705,18,3096,4393.69,External,5,MitM,recon,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.14,25484,44818,EtherNet_IP,421,0.785,15,6315,8042.52,External,0,MitM,escalation,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.19,57187,4840,OPC_UA,330,0.168,8,2640,15725.37,External,0,MitM,escalation,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.15,22924,502,Modbus_TCP,105,0.826,12,1260,1525.47,External,3,MitM,escalation,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.24,8568,502,Modbus_TCP,346,0.153,19,6574,42845.78,External,2,MitM,escalation,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.18,3379,1883,MQTT,470,0.124,10,4700,37971.77,External,0,MitM,escalation,Malicious
27-04-2026 12.10,211.255.50.126,10.0.1.14,58672,20000,DNP3,369,0.233,8,2952,12672.67,External,15,MitM,escalation,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.10,44882,4840,OPC_UA,105,0.524,13,1365,2603.04,External,0,MitM,escalation,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.23,28795,1883,MQTT,346,0.736,14,4844,6581.59,External,0,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.14,35407,1883,MQTT,199,0.754,7,1393,1847.4,External,0,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.20,15868,502,Modbus_TCP,166,0.586,16,2656,4536.1,External,2,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.15,54775,502,Modbus_TCP,484,0.791,3,1452,1834.58,External,16,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.24,15076,1883,MQTT,206,0.345,6,1236,3585.23,External,0,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.15,10698,20000,DNP3,382,0.66,17,6494,9833.52,External,6,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.17,33884,4840,OPC_UA,169,0.791,18,3042,3845.2,External,0,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.11,30008,4840,OPC_UA,126,0.227,19,2394,10529.61,External,0,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.23,46419,47808,BACnet,163,0.389,10,1630,4185.28,External,0,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.16,42693,502,Modbus_TCP,132,0.966,12,1584,1639.81,External,3,MitM,peak,Malicious
27-04-2026 12.11,211.255.50.126,10.0.1.11,62915,502,Modbus_TCP,178,0.253,2,356,1409.46,External,2,MitM,peak,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.26,8488,20000,DNP3,242,0.582,9,2178,3740.1,External,2,MitM,peak,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.19,25486,502,Modbus_TCP,104,0.433,13,1352,3119.96,External,16,MitM,peak,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.13,46213,47808,BACnet,253,0.512,8,2024,3950.45,External,0,MitM,peak,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.10,14526,44818,EtherNet_IP,361,0.13,9,3249,24958.28,External,0,MitM,peak,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.26,31891,4840,OPC_UA,179,0.488,12,2148,4403.61,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.12,23239,44818,EtherNet_IP,307,0.624,2,614,983.24,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.21,39205,4840,OPC_UA,402,0.331,18,7236,21885.18,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.17,39214,4840,OPC_UA,439,0.574,8,3512,6116.46,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.15,57277,44818,EtherNet_IP,240,0.773,18,4320,5590.61,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.23,51049,4840,OPC_UA,149,0.556,19,2831,5089.47,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,211.255.50.126,10.0.1.13,62936,44818,EtherNet_IP,227,0.419,11,2497,5960.83,External,0,MitM,cooldown,Malicious
27-04-2026 12.12,10.0.1.14,10.0.1.21,49042,4840,OPC_UA,205,0.436,1,205,470.66,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.13,10.0.1.12,10.0.1.22,33425,44818,EtherNet_IP,124,0.422,2,248,587.74,SCADA_Server,0,Normal,none,Normal
27-04-2026 12.13,198.163.62.250,10.0.1.21,48140,4840,OPC_UA,329,0.175,10,3290,18827.91,External,0,MitM,recon,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.17,52516,4840,OPC_UA,222,0.826,9,1998,2418.55,External,0,MitM,recon,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.19,40757,4840,OPC_UA,229,0.954,10,2290,2399.93,External,0,MitM,recon,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.13,8866,44818,EtherNet_IP,289,0.113,2,578,5104.22,External,0,MitM,recon,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.10,22375,4840,OPC_UA,372,0.49,12,4464,9101.13,External,0,MitM,recon,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.20,28256,4840,OPC_UA,199,0.916,14,2786,3040.43,External,0,MitM,recon,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.11,2523,44818,EtherNet_IP,249,0.357,12,2988,8379.73,External,0,MitM,escalation,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.26,53192,502,Modbus_TCP,320,0.707,3,960,1358.72,External,15,MitM,escalation,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.11,33822,4840,OPC_UA,377,0.269,3,1131,4209.01,External,0,MitM,escalation,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.25,54309,1883,MQTT,283,0.34,14,3962,11664.57,External,0,MitM,escalation,Malicious
27-04-2026 12.13,198.163.62.250,10.0.1.14,4302,4840,OPC_UA,249,0.512,20,4980,9724,External,0,MitM,escalation,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.16,4731,4840,OPC_UA,141,0.317,18,2538,8010.66,External,0,MitM,escalation,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.13,21108,4840,OPC_UA,252,0.982,18,4536,4618.55,External,0,MitM,escalation,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.14,18372,4840,OPC_UA,208,0.985,11,2288,2322.45,External,0,MitM,escalation,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.12,24611,1883,MQTT,417,0.217,5,2085,9613.08,External,0,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.20,57985,4840,OPC_UA,297,0.364,16,4752,13050.51,External,0,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.21,47960,20000,DNP3,160,0.974,16,2560,2627.57,External,16,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.10,33138,1883,MQTT,361,0.258,17,6137,23753.75,External,0,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.21,36570,20000,DNP3,262,0.32,15,3930,12300.07,External,5,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.20,42772,502,Modbus_TCP,155,0.981,3,465,474.14,External,6,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.26,53436,4840,OPC_UA,500,0.405,10,5000,12354.32,External,0,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.25,47012,4840,OPC_UA,313,0.415,8,2504,6026.62,External,0,MitM,peak,Malicious
27-04-2026 12.14,198.163.62.250,10.0.1.22,23158,47808,BACnet,102,0.801,2,204,254.67,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.24,11156,4840,OPC_UA,128,0.998,3,384,384.62,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.23,3721,4840,OPC_UA,139,0.406,16,2224,5477.04,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.13,4948,47808,BACnet,192,0.908,13,2496,2748.3,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.10,35453,4840,OPC_UA,145,0.772,6,870,1126.67,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.26,47971,4840,OPC_UA,124,0.689,20,2480,3600.48,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.24,17441,502,Modbus_TCP,248,0.981,8,1984,2021.54,External,15,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.10,60501,4840,OPC_UA,212,0.281,5,1060,3766.61,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.24,53587,44818,EtherNet_IP,480,0.383,8,3840,10015.06,External,0,MitM,peak,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.13,8886,4840,OPC_UA,398,0.405,5,1990,4909.84,External,0,MitM,cooldown,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.20,42165,502,Modbus_TCP,475,0.744,20,9500,12774.83,External,3,MitM,cooldown,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.25,10920,47808,BACnet,176,0.342,13,2288,6690.77,External,0,MitM,cooldown,Malicious
27-04-2026 12.15,198.163.62.250,10.0.1.10,43591,4840,OPC_UA,375,0.125,6,2250,17933.07,External,0,MitM,cooldown,Malicious
27-04-2026 12.16,198.163.62.250,10.0.1.23,29914,44818,EtherNet_IP,158,0.146,3,474,3246.57,External,0,MitM,cooldown,Malicious
27-04-2026 12.16,198.163.62.250,10.0.1.18,8863,4840,OPC_UA,442,0.731,11,4862,6648.04,External,0,MitM,cooldown,Malicious
27-04-2026 12.16,198.163.62.250,10.0.1.17,35638,4840,OPC_UA,433,0.754,4,1732,2296.42,External,0,MitM,cooldown,Malicious
27-04-2026 12.16,10.0.1.20,10.0.1.24,62270,1883,MQTT,88,0.105,1,88,835.72,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.16,170.253.152.204,10.0.1.21,62614,20000,DNP3,291,0.174,2,582,3337.4,External,6,False_Data_Injection,recon,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.11,51973,502,Modbus_TCP,86,0.267,5,430,1612.18,External,16,False_Data_Injection,recon,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.23,9840,502,Modbus_TCP,219,0.069,3,657,9565.71,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.13,56148,20000,DNP3,268,0.036,1,268,7485.76,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.15,28440,20000,DNP3,173,0.073,3,519,7124.59,External,6,False_Data_Injection,peak,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.20,21014,20000,DNP3,203,0.264,3,609,2305.46,External,16,False_Data_Injection,peak,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.18,32728,20000,DNP3,206,0.106,2,412,3883.68,External,16,False_Data_Injection,peak,Malicious
27-04-2026 12.16,170.253.152.204,10.0.1.19,62606,20000,DNP3,135,0.26,1,135,519.11,External,6,False_Data_Injection,peak,Malicious
27-04-2026 12.17,170.253.152.204,10.0.1.24,24160,502,Modbus_TCP,149,0.298,4,596,1996.73,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 12.17,10.0.1.26,10.0.1.22,6313,502,Modbus_TCP,115,0.148,5,575,3887.19,Engineering_Workstation,16,Normal,none,Normal
27-04-2026 12.17,10.0.1.15,10.0.1.14,19574,4840,OPC_UA,104,0.261,1,104,399.16,Historian,0,Normal,none,Normal
27-04-2026 12.17,10.0.1.25,10.0.1.23,8026,4840,OPC_UA,307,0.359,6,1842,5129.49,RTU,0,Normal,none,Normal
27-04-2026 12.17,10.0.1.20,10.0.1.26,57730,4840,OPC_UA,106,0.078,8,848,10843.91,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.17,10.0.1.26,10.0.1.24,51714,47808,BACnet,69,0.098,6,414,4205.53,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.17,10.0.1.12,10.0.1.20,38232,4840,OPC_UA,266,0.304,2,532,1749.93,SCADA_Server,0,Normal,none,Normal
27-04-2026 12.17,10.0.1.20,10.0.1.12,15511,47808,BACnet,149,0.34,7,1043,3069.77,Engineering_Workstation,0,Normal,none,Normal
27-04-2026 12.17,10.0.1.17,10.0.1.19,60035,4840,OPC_UA,311,0.148,8,2488,16816.45,HMI,0,Normal,none,Normal
27-04-2026 12.17,46.172.40.2,10.0.1.26,50166,4840,OPC_UA,940,0.441,107,100580,228291.87,External,0,DoS,recon,Malicious
27-04-2026 12.17,46.172.40.2,10.0.1.26,7680,502,Modbus_TCP,940,1.336,98,92120,68956.34,External,1,DoS,recon,Malicious
27-04-2026 12.17,46.172.40.2,10.0.1.21,41578,4840,OPC_UA,940,1.135,133,125020,110111.69,External,0,DoS,recon,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.16,60363,4840,OPC_UA,940,1.355,158,148520,109632.67,External,0,DoS,recon,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.19,26765,4840,OPC_UA,940,0.643,184,172960,269112.43,External,0,DoS,recon,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.19,3604,502,Modbus_TCP,1220,1.026,207,252540,246043.28,External,2,DoS,escalation,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.10,43158,502,Modbus_TCP,1220,0.449,208,253760,565056.43,External,4,DoS,escalation,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.11,49566,502,Modbus_TCP,1220,1.552,186,226920,146187.67,External,5,DoS,escalation,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.24,65124,502,Modbus_TCP,1220,0.338,229,279380,826805.09,External,2,DoS,escalation,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.16,3163,502,Modbus_TCP,1220,0.943,221,269620,285812.57,External,5,DoS,escalation,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.20,26879,4840,OPC_UA,1500,1.011,323,484500,479452.52,External,0,DoS,peak,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.15,6046,502,Modbus_TCP,1500,1.713,259,388500,226854.4,External,2,DoS,peak,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.15,8690,502,Modbus_TCP,1500,0.298,347,520500,1745114.62,External,3,DoS,peak,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.15,10301,4840,OPC_UA,1500,0.71,259,388500,547358.63,External,0,DoS,peak,Malicious
27-04-2026 12.18,46.172.40.2,10.0.1.23,31615,4840,OPC_UA,1500,1.841,324,486000,263935.67,External,0,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.10,35382,502,Modbus_TCP,1500,1.977,350,525000,265490.75,External,6,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.16,12677,502,Modbus_TCP,1500,0.583,290,435000,746168.1,External,2,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.22,43536,4840,OPC_UA,1500,1.892,350,525000,277420.24,External,0,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.20,36363,502,Modbus_TCP,1500,0.985,256,384000,389818.11,External,1,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.15,15445,502,Modbus_TCP,1500,1.393,277,415500,298306.94,External,1,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.19,47551,4840,OPC_UA,1500,1.257,337,505500,402196.19,External,0,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.21,60429,4840,OPC_UA,1500,0.727,321,481500,662010.3,External,0,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.22,26350,502,Modbus_TCP,1500,1.439,254,381000,264766.19,External,6,DoS,peak,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.10,6433,502,Modbus_TCP,1080,1.441,170,183600,127426.76,External,4,DoS,cooldown,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.26,33694,4840,OPC_UA,1080,0.65,176,190080,292293.27,External,0,DoS,cooldown,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.20,19554,4840,OPC_UA,1080,0.337,205,221400,657269.79,External,0,DoS,cooldown,Malicious
27-04-2026 12.19,46.172.40.2,10.0.1.22,3792,502,Modbus_TCP,1080,1.105,215,232200,210159.42,External,16,DoS,cooldown,Malicious
27-04-2026 12.20,46.172.40.2,10.0.1.22,46785,502,Modbus_TCP,1080,0.103,216,233280,2271162.62,External,16,DoS,cooldown,Malicious
27-04-2026 12.20,10.0.1.11,10.0.1.26,13689,4840,OPC_UA,277,0.461,5,1385,3001.89,HMI,0,Normal,none,Normal
27-04-2026 12.20,10.0.1.23,10.0.1.15,29130,502,Modbus_TCP,83,0.15,6,498,3330.17,HMI,4,Normal,none,Normal
27-04-2026 12.20,10.0.1.15,10.0.1.14,14392,4840,OPC_UA,280,0.156,4,1120,7163.49,Historian,0,Normal,none,Normal
